,TITLE,PUBLISHER,CATEGORY,cleaned
382851,Yellen Expects Fed to Reiterate Plan to Reduce Balance Sheet,Businessweek,b,expect reiterate reduce balance sheet
382855,Why The Market Will Ignore The Fed's Targeted Concerns,NASDAQ,b,market ignore target concern
382857,Gold prices hit session highs after U.S. PPI data,NASDAQ,b,gold price hit session high datum
382861,"Yellen Says Fed Hasn't Met Goals on Inflation, Unemployment",Businessweek,b,say inflation unemployment
382870,Forex - Euro drops to 1-month lows against firmer dollar,NASDAQ,b,drop low firm dollar
382878,Yellen Watches American Paycheck for Signals on Shadow Slack,Businessweek,b,yellen watch american signal
382882,"Roundup: Yellen signals continuity on easy monetary policy, cautious on rate rise",GlobalPost,b,yellen signal continuity easy monetary policy cautious rate rise
382890,Gold Holds Near 4-Week Low Ahead Of Yellen Day Two,RTT News,b,gold hold low ahead
382898,Treasury Volatility Drops on Yellen Low-Rates Message,Businessweek,b,drop message
382900,"Gold, silver under pressure ahead of Yellen",NASDAQ,b,gold silver pressure ahead yellen
382905,Wall Street Back Amid Optimism,RTT News,b,optimism
382907,We All Live in Yellen's World as Fed Leads Global Union,Businessweek,b,live world
382910,Copper fluctuates in choppy trade after China growth data,NASDAQ,b,copper fluctuate choppy trade growth datum
382923,Forex - AUD/USD slides lower on Yellen comments,NASDAQ,b,slide low comment
382924,Gold trades below $1300 on U.S. rate hike fears,NASDAQ,b,gold trade rate hike fear
382949,"FOREX-Dollar bulls hear hawkish hint from Yellen, inflation lifts sterling",Reuters,b,dollar bull hear hawkish hint inflation lift sterling
382968,U.S. Dollar Extends Rally On Fed Chair Janet Yellen's Testimony,RTT News,b,extend testimony
382970,Short-Term Rates Should Be Raised Steadily - Fed's George,RTT News,b,short term rate raise steadily
382981,Fed's Yellen Hedges Her View on Rates,NASDAQ,b,view rate
383001,Brazilian Real Falls as Yellen's Rate Outlook Spurs Dollar Rally,Businessweek,b,rally
383007,EBay Forecasts Sales Short of Estimates After Data Breach,Businessweek,b,forecast sale short estimate datum
383015,"UPDATE 3-PayPal fuels higher eBay revenue even as cyber attack, rivals weigh",Reuters,b,fuel high revenue cyber attack rival weigh
383027,EBay Profit Tops Estimate,NASDAQ,b,
383039,"EBay Logs Growth at Payments, Marketplaces Divisions -- Update",NASDAQ,b,log growth update
383041,EBay's Q2 revenue climbs 13 percent,Reuters,b,q2 revenue climb percent
383043,EBay revenue jumps 13 percent despite worsening competition,GlobalPost,b,revenue jump percent worsen competition
383048,Ebay Q2 Adj. Profit Top View; Backs FY14 Earnings Outlook - Quick Facts,NASDAQ,b,profit
383050,"EBay Logs Growth at Payments, Marketplace Divisions",NASDAQ,b,log growth
383058,EBay Inc. (EBAY) Is Heading Higher After Q2 Profit Beat Expectations,RTT News,b,head high q2 expectation
383059,eBay Earnings Preview: What We Are Watching,NASDAQ,b,watch
383081,California approves big fines for wasting water during drought,Los Angeles Times,b,approve big fine waste water drought
383090,Huge Swaths Of Farmland Idle In California As Drought Threatens To Dry Up Wells,Huffington Post,b,huge swath drought threaten dry well
383106,"With water conservation lagging, Lady Gaga urges California to do more",Los Angeles Times,b,water conservation lagging urge
383149,California's drought costs 17000 jobs as scientists warn it could last for years  ...,Daily Mail,b,drought cost job scientist warn year
383154,"UPDATE 2-Yum's China rebound dimmed by India, Pizza Hut weakness",Reuters,b,2-yum rebound dim weakness
383156,Yum! Brands Profit Climbs 19% On Strong China Sales,RTT News,b,sale
383169,Yum! Brands Inc. (YUM) Is Falling After Q2 Miss,RTT News,b,fall q2
383186,Is Yum! Brands (YUM) Poised to Beat Earnings Estimates? - Analyst Blog,NASDAQ,b,brand poise beat earning estimate
383192,US Treasury urges Congress to act on corporate tax dodge deals,Reuters,b,urge act corporate tax dodge deal
383198,UPDATE 4-US Treasury urges Congress to act on corporate tax dodge deals,Reuters,b,urge act corporate tax dodge deal
383218,"Lew calls for 'economic patriotism,' seeks to limit offshore tax moves",Los Angeles Times,b,call economic patriotism seek limit offshore tax move
383239,"UPDATE 5-New York's MTA, unions to continue talks Thursday to avert strike",Reuters,b,mta union continue talk avert strike
383241,"New York's MTA, unions to continue talks Thursday to avert strike",Reuters,b,mta union continue talk avert strike
383277,Has telecommuting blunted power of potential New York rail strike?,Reuters,b,telecommute blunt power potential rail strike
383313,"Las Vegas Sands Profit Rises, But Misses View - Update",RTT News,b,rise
383325,Las Vegas Sands Profit Misses Estimates as Macau Slows,Businessweek,b,profit miss estimate slow
383329,Las Vegas Sands Q2 Results Miss Estimates,NASDAQ,b,result miss
383342,Will Las Vegas Sands (LVS) Miss Earnings Estimates? - Analyst Blog,NASDAQ,b,
383358,Murdoch Time Warner Bid Team Includes Dow Jones Advisers,Businessweek,b,include
383359,UPDATE 6-Time Warner win would make Murdoch US media king,Reuters,b,win medium king
383362,CNN could be worth $5 billion if it is put up for sale: analyst,Reuters,b,worth sale analyst
383364,"DEALTALK-Time Warner investors want higher bid, bigger cash ratio from  ...",Reuters,b,investor want high bid big cash ratio
383370,"Fox's Play for Content Buoys AMC, Scripps: Real M&A",Businessweek,b,play amc
383403,Murdoch Bid Boosts Carey as James Jockeys for Position,Businessweek,b,position
383417,What the Fox-Time Warner Merger Would Mean for Superheroes,Businessweek,b,mean superhero
383418,"In a Fox-Time Warner Merger, Who Would Get CNN?",Businessweek,b,
383441,Sector Update: Consumer Little Changed Near Close; Time Warner Holding  ...,NASDAQ,b,sector update change close
383474,"US ECONOMICS: Beige Book Remains on ""Moderate"" to ""Modest"" Growth Track  ...",NASDAQ,b,remain modest growth track
383479,US economic activity expands in Fed's 12 districts -Beige Book,Reuters,b,economic activity expand district
383482,US Federal Reserve July Beige Book Summary (Text),Businessweek,b,
383490,Legal disputes over debt plan aired in Detroit bankruptcy case,GlobalPost,b,legal dispute debt plan air bankruptcy case
383498,Detroit Institute of Arts secures $26.8 mln for bankruptcy bargain,Reuters,b,secure mln bankruptcy bargain
383510,"A year into Detroit's bankruptcy, many residents still feel abandoned",Los Angeles Times,b,year bankruptcy resident feel abandon
383533,Detroit Workers Plead for End to Bankruptcy Pain,Businessweek,b,plead end
383900,"Giant Hole Forms In Siberia, And Nobody Can Explain Why",Huffington Post,t,explain
384020,Tesla's Musk abandons SEX plan; will name new lower-cost car Model 3,Los Angeles Times,t,abandon sex plan new low cost car model
384041,"A Look At Tesla's Cheapest Car, The Model 3",Huffington Post,t,look cheap
384101,"Tesla announces Model III: Musk's next electric car will cost £30000, be 20  ...",Daily Mail,t,announce electric car cost
384134,Tesla to Gain from China Tax Waiver - Analyst Blog,NASDAQ,t,Tesla gain
384182,"Daimler bets Smart brand to revive on new models, Renault tie-up",Reuters,t,bet brand revive new model tie
384196,Daimler Doubles Smart Line in Bigger Push for Urbanites,Businessweek,t,big push urbanite
384216,From the world's tallest building to the red planet: First Arab spaceship set to  ...,Daily Mail,t,world tall building red planet arab spaceship set
384386,Apple agrees to a $400-million settlement over e-book price fixing,Los Angeles Times,t,agree settlement e book price fixing
384397,Apple may be forced to refund $400M to consumers in digital book price fixing  ...,Daily Mail,t,force refund consumer digital book price fix
384403,UPDATE 2-Apple agrees to conditional $450 mln e-books antitrust accord,Reuters,t,agree conditional mln e book antitrust accord
384431,Manuel Noriega Sues Activision Over 'Call Of Duty: Black Ops II' Portrayal,Huffington Post,t,sue activision duty portrayal
384433,Ex-dictator Noriega goes to war with 'Call of Duty',GlobalPost,t,ex dictator go war duty
384442,Jailed ex-strongman Noriega says damaged by video game portrayal,Reuters,t,jail ex say damage video game portrayal
384475,Overthrown dictator sues Activision for portraying him as a murderer,Examiner.com,t,overthrown dictator sue activision portray murderer
384504,Former Panama dictator General Noriega sues Call Of Duty makers for  ...,Daily Mail,t,dictator sue maker
384533,Google partners with Novartis to create smart contact lens,Los Angeles Times,t,partner create smart contact lens
384581,Amazon appears to be testing an unlimited Kindle ebook subscription,Los Angeles Times,t,appear test unlimited ebook subscription
384583,Could Penguin Beat Amazon at Book Subscriptions?,Businessweek,t,Beat
384609,Amazon Looks Like It's Creating A Netflix For Books,Huffington Post,t,look create netflix book
384621,Amazon quietly floats e-book subscription service for Kindle,Los Angeles Times,t,quietly float e book subscription service
384635,Safety group lists best used cars for teen drivers,Los Angeles Times,t,safety group list best car teen driver
384637,Insurance Institute's recommended used cars for teens,Los Angeles Times,t,recommend car teen
384715,GE Modernizes Moon Boots and Sells Them as Sneakers,Businessweek,t,sell sneaker
384865,"Apple-IBM Deal to Offer Enterprise Apps on iPhone, iPad - Analyst Blog",NASDAQ,t,offer enterprise
384870,"UPDATE 1-Apple-IBM deal dents BlackBerry's prospects, slams stock",Reuters,t,deal dent prospect slam stock
384971,Sandra Bullock stalking case sparks concerns on celebrity safety,Los Angeles Times,e,stalk case spark concern celebrity safety
385003,Sandra Bullock 'came face-to-face with stalker' after she found him stood outside  ...,Daily Mail,e,come face face stalker find stand outside
385004,"Sandra Bullock Faced Stalker In Home Invasion, Search Warrant Reportedly  ...",Huffington Post,e,face reportedly
385008,Sex Tape a comedy that comes up short,Daily Mail,e,sex tape comedy come short
385033,Stars of 'Sex Tape' say married couple story line is relatable,Los Angeles Times,e,star sex married couple story line relatable
385054,"Cameron Diaz, Jason Segel attend The Brickwood hosted 'Sex Tape' screening",Examiner.com,e,attend host sex tape screening
385070,Segel quit Twitter over burrito backlash,Daily Mail,e,quit backlash
385086,Cameron Diaz - Cameron Diaz: Naked scene not an 'objectification',Contactmusic.com,e,naked scene objectification
385088,'Sex Tape' Director Jake Kasdan Explains How YouPorn Helped His Film,Huffington Post,e,sex tape explain help film
385100,"Cameron Diaz bares all in ""Sex Tape""",GlobalPost,e,bare sex tape
385112,Does the 'Sex Tape' movie reflect a trend? 75% of men admit to filming sex tapes,Examiner.com,e,sex tape movie reflect trend man admit film sex tape
385117,Why so shy? Cameron Diaz covers up in silk black jumpsuit at premiere of her  ...,Daily Mail,e,shy cover silk black jumpsuit premiere
385139,Would You Pay $30000 To Look Like Kim Kardashian?,Contactmusic.com,e,pay look
385196,Archie Andrews shot to death,Examiner.com,e,shoot death
385203,Death of comics' Archie meant to be 'inspirational': publisher,Reuters,e,death comic_strip mean inspirational publisher
385218,RIP Archie Andrews: Even India Could Not Save You,Huffington Post,e,save
385246,"Holy party crashers, Batman! Ben Affleck hits kids' Superman party",Los Angeles Times,e,holy party crasher hit kid party
385249,Ben Affleck - Ben Affleck And Jennifer Garner Crash Superman-themed Kids' Party,Contactmusic.com,e,theme
385252,Ben Affleck crashes Superman party,Daily Mail,e,crash party
385254,Ben Affleck & Jennifer Garner Crash Kid's Superman-Themed Birthday Party  ...,Huffington Post,e,
385256,Ben Affleck - Ben Affleck crashes child's party,Contactmusic.com,e,crash child party
385257,"The 10 Smartest Celebrities On Twitter, According To Time Magazine",Huffington Post,e,accord
385272,Charlie Sheen: Drunk and awesome at the drive-through,Los Angeles Times,e,awesome drive
385281,"Charlie Sheen Caught Walking Round Taco Bel Dive-Thru ""Hammered""",Contactmusic.com,e,catch walk hammer
385319,Hammered Charlie Sheen Caught On Camera In Bizarre Taco Bell Interaction,Contactmusic.com,e,catch
385363,"Weird Al Yankovic fears conspiracies in his new Lorde parody, 'Foil'",Los Angeles Times,e,fear conspiracy new parody foil
385369,"Weird Al's 'Word Crimes' and the blurred line between 'its,' 'it's'",Los Angeles Times,e,blurred line
385435,"Weird Al Drops Pharrell And Robin Thicke Parodies Ahead Of ""Mandatory Fun  ...",Contactmusic.com,e,ahead
385480,Marvel Comics changes Thor to a woman,Examiner.com,e,change woman
385495,Marvel's Thor Is Now A Woman,RTT News,e,woman
385525,Thor changes from God of Thunder to Goddess of Thunder,Examiner.com,e,thor change
385538,Poll: Thor Blimey! Marvel's Thunderous Superhero Is A Woman Now. Is This  ...,Contactmusic.com,e,poll thunderous woman
385547,"Marvel Comics news: the new Thor, ""Big Hero 6"" trailer, and ""The Logan Legacy""",Examiner.com,e,news new big trailer
385587,Revamped London museum remembers WWI lives in technicolour,GlobalPost,e,revamp museum remember live technicolour
385592,WILLIAM TO OPEN NEW WW1 GALLERIES,Daily Mail,e,open new gallery
385608,Remembering the fallen: Imperial War Museum re-opens after £40million  ...,Daily Mail,e,remember fall open
385609,DAILY DIARY,Daily Mail,e,
385619,Garcetti accepts homelessness challenge during Michelle Obama's visit,Los Angeles Times,e,accept homelessness challenge visit
385627,Mayor Eric Garcetti pledges to end veteran homelessness in 2015,Los Angeles Times,e,pledge end veteran homelessness
385629,"Michelle Obama pushes for music, arts in schools at awards lunch",Los Angeles Times,e,push music art school award lunch
